Sign,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,THETA9,THETA10,THETA11,THETA12,THETA13,THETA14,THETA15
10,488,497,495,493,486,56,62,74,85,8,20,33,13,27,15,74.1733450622,78.086651768,75.7391296427,71.8353324845,60.1917048202,42.8325159037,54.8264551884,73.1103457886,90.8008311896,12.7936636392,32.4260610252,55.0007139454,19.6639156721,42.8177573922,24.200087705
10,620,601,596,576,579,55,66,73,76,11,26,29,21,22,14,86.2344496386,57.2409296207,47.5916256736,29.8150450473,17.5332370756,48.8968923162,65.0703995133,69.2341040409,78.6846982903,16.5380531896,28.3616613954,41.2550893634,18.1573835513,30.1337196811,12.9364455684
10,522,539,539,538,532,60,72,85,94,13,27,39,15,28,14,68.9727450173,78.1394138744,77.670206479,76.4915574706,66.8590106987,50.1879579995,69.5379433548,92.5155150048,106.2921659465,20.4471432429,45.2497742008,65.0643996486,24.8783514668,45.6943897628,22.3805158727
10,452,432,456,459,457,75,85,96,103,27,36,43,13,24,12,80.3482157367,53.2094991208,83.2661570882,88.7178863029,85.5828601302,63.4732337591,79.4118300948,100.4658990852,119.3849565882,33.558068875,49.1518612804,61.1191919505,21.1472455508,40.3321910898,20.1946321239
10,504,488,486,497,496,58,68,88,93,10,33,38,24,28,15,73.5086641143,43.1832598373,40.2974362537,60.4942331732,56.1427519192,53.660958333,66.4114276496,90.3522118183,102.9465655292,12.7822560086,39.4300422586,49.5065731128,28.8579082766,37.0025720321,16.3982002164
10,522,539,539,538,532,60,72,85,94,13,27,39,15,28,14,68.9727450173,78.1394138744,77.670206479,76.4915574706,66.8590106987,50.1879579995,69.5379433548,92.5155150048,106.2921659465,20.4471432429,45.2497742008,65.0643996486,24.8783514668,45.6943897628,22.3805158727
10,584,574,567,565,561,63,75,86,95,13,24,37,12,26,15,85.8778465495,71.9541077992,61.2867795724,56.7558607931,46.8842969764,53.3151491034,71.5643830951,89.9233378862,108.4092116385,20.0488612799,38.7920259971,61.4269306616,18.8626143659,41.4529733858,23.5967707248
10,639,626,622,626,623,57,65,77,84,9,22,31,16,26,13,83.0198981774,61.7202217102,57.8142118089,60.0288431988,49.6868111864,48.9877058335,60.2694316009,80.3399298282,95.7515140956,11.3466897244,31.4252860694,47.6768723236,20.4013014682,36.4374178335,19.8453548207
10,607,566,567,568,526,86,97,111,122,12,27,47,16,44,45,101.3957915894,64.1697966584,64.4147432581,66.7576980124,17.3975840513,68.869748693,86.3619321372,110.3793943707,105.4229436439,18.6501888181,43.3841384975,52.866157752,24.7885404078,48.9653167535,49.3747135326
10,499,509,507,508,491,48,56,67,62,9,21,35,13,32,27,57.2374984346,49.9645475088,47.9646205671,48.8602455009,15.2059203489,51.1325272968,64.5612325186,85.0479689574,72.4161245502,14.8442448527,38.1260693524,56.9498529234,23.3567763962,50.3828636526,43.0903518258
10,604,578,568,567,563,62,73,83,93,13,23,38,12,28,16,95.2534643458,63.6064653517,47.9150258578,43.1430639773,33.7921998401,62.1949049453,78.0690957718,96.6852286622,117.1358499504,19.145913554,36.7225999795,61.7558701617,18.6851197958,42.7696131162,25.6651742642
10,549,565,565,565,559,60,72,83,89,13,25,34,12,23,13,73.5607853203,87.0617778654,86.2919649833,85.9336274836,75.2819669719,44.084489816,62.8525375164,81.4118174574,96.0328085388,20.0358169085,39.4613967896,58.6165091993,19.4256027626,39.2335279803,21.3317103722
10,626,573,562,557,542,64,76,96,109,12,34,47,28,39,17,129.7665497513,98.2480702123,84.1199146807,76.6635775691,52.5705722401,41.0553118115,56.1481830639,86.019548337,108.6254186267,15.3516344934,48.4375247017,67.9960611286,37.8151091003,53.7726789275,25.7962527759
10,504,512,511,508,498,63,72,83,93,10,23,39,15,32,19,75.5529427584,81.5175284644,79.2823464203,75.3951211837,60.772419728,63.7522871607,77.0451051519,97.0010297932,112.9850669158,14.2498694105,36.1590402552,61.8075977434,21.9398420035,48.4244919137,28.0535189629
10,510,495,493,495,496,71,81,91,100,10,22,35,13,28,16,81.9894456709,57.5885141332,55.6876380372,56.0617590079,55.9359354831,63.5061699539,78.1624968848,97.2483235365,120.079655292,14.6993012278,33.9195397058,58.3674749259,19.2317098974,43.9758344192,25.2276291549
10,452,473,473,475,476,63,75,87,97,13,26,38,13,27,14,58.6423889027,60.06325857,60.7790406113,63.8990187715,65.1413553496,45.8218626423,65.7961985059,86.1719019974,105.1767811781,20.9643515623,42.6097547418,65.2096796157,21.69741146,44.7752145526,23.5752910945
10,520,499,500,506,510,73,83,92,101,11,22,34,12,26,15,78.9655667556,33.5761036543,38.5081528903,48.2792383833,55.5361408996,72.8598868173,89.120567537,107.582405271,129.1509536626,16.5846932194,35.1095306632,56.8554757426,18.5630449196,41.4825497677,24.6918399467
10,481,489,489,491,485,64,73,90,103,10,27,41,18,34,17,79.2550389235,86.7554035196,87.1816255062,90.153768157,81.7135710807,40.0767390056,52.8379533844,76.6153406916,97.670167484,12.9634610704,36.7738457679,59.6469577853,23.8378416078,46.8808639909,24.5660050449
10,576,549,546,536,535,75,87,99,108,12,25,34,14,24,16,91.9574157738,62.4136642365,57.955637076,49.2247705328,40.9195804289,51.4962731583,68.6898828975,82.5636011987,99.4780026773,17.3373193707,31.2100497549,49.1201944574,14.9951695005,33.6642623172,18.6858628221
10,545,500,492,474,475,72,86,98,102,14,28,33,18,22,14,106.4172166062,65.3771499416,52.3847603055,34.5795676695,21.8937220794,54.966935852,76.4143249443,86.6993842251,99.2890176355,21.4642262034,34.2078329267,48.6699434195,17.8057183806,31.7671148814,14.6372778758
10,537,517,513,515,520,62,73,82,88,11,21,30,11,22,13,75.281251128,33.2263298764,27.5874489338,30.9437931431,32.6032406324,58.6594309112,72.7945610426,87.5706040557,101.925898583,14.3771558136,29.0241018483,44.9052361358,14.7771393778,30.6472211021,17.3579295026
10,519,493,492,493,488,89,101,113,122,13,26,39,15,29,16,94.4746193192,73.7403101551,72.2007032246,74.2017855355,66.1207167982,70.2972238521,86.0379415686,103.837584056,122.4144831616,15.7610261206,33.7547514214,52.487606078,18.0533028293,37.0351552295,20.8483680259
10,526,524,524,533,532,67,78,92,103,10,27,38,19,31,14,72.3316455114,56.0164107137,56.5899597962,67.7484967534,66.2636972251,53.7253518596,68.3203862167,95.2313805898,114.9314147266,14.5952435029,41.6956411205,61.7029365244,27.243420343,47.2846964066,23.0736754033
10,594,565,565,565,558,82,94,110,121,13,28,40,16,30,15,97.2242609997,76.0048179345,75.9745504893,74.4961614905,65.0961124561,55.711418886,73.6897990139,98.1632417532,118.4169384852,18.6370901669,43.0757839962,62.7349951987,24.5736602016,45.3125430821,22.239163161
10,505,491,489,489,486,57,68,80,89,12,24,36,13,26,14,77.7760285055,51.3782509844,47.5441322872,44.4700540511,38.0885665856,50.1226214488,66.2049586742,83.793879056,100.0186338909,16.0906904149,33.9328131934,52.6855169157,18.0170664044,37.9511193459,21.1158251634
10,558,501,505,509,513,89,96,101,99,12,23,32,13,25,15,98.3905668817,37.8421986318,44.3973762764,46.2330518734,42.6365175205,91.405904088,101.2861148343,113.873457897,125.11240542,12.4598422075,23.8517460205,33.7193604433,12.6011279605,25.0885463804,13.8182916971
10,532,518,454,441,437,73,230,220,212,167,158,150,20,33,14,80.8756987242,51.3091404399,51.2766572081,45.4221739646,42.343215109,63.0536584012,132.0893071535,126.2806899619,122.9360896809,85.0256430053,78.6742617821,74.0960725482,6.6192835122,11.0815592487,4.5782355077
10,433,395,436,438,439,52,71,82,83,52,60,63,14,22,11,66.6734913192,24.914006465,55.6574209949,57.8813370089,56.7732419263,45.5945647741,82.2666805,102.8096934669,113.9366796826,50.2457305495,63.3725898765,69.926610187,22.6577129586,39.0737259552,17.1777763504
10,475,459,459,465,472,49,58,66,62,9,20,26,13,23,14,54.8342037893,21.9998548103,26.9427707571,34.9249559063,33.7058176779,59.3390953258,69.5799094221,84.1914594993,87.943954947,10.2409653418,25.3274846617,33.7580521663,15.4382295801,26.0141398351,14.2152656221
10,567,539,533,504,514,65,78,94,103,13,41,46,34,36,20,81.5344576168,40.8108480907,27.7234494439,7.6135543391,8.9304725191,48.8165083598,65.0678357179,73.9282578895,88.3858163876,16.6151142441,34.7741807965,49.6668737474,23.893019347,36.5371525584,15.4093323979
10,577,575,573,571,563,63,73,87,95,10,25,38,15,30,16,79.1616413704,71.0028162326,67.6896834937,63.1570094753,50.4050486512,55.8688703696,71.040616698,93.7765853822,107.9169401757,15.658585311,39.7127465678,60.4846535849,24.1260426423,46.010929901,24.0052076253
10,541,529,530,532,528,79,94,104,120,15,26,44,12,30,19,87.1648714853,75.4117542319,75.830638911,79.2240340611,72.941131925,55.8440340465,78.5448478138,96.1704829975,123.6505465221,22.7630709444,40.5571660871,68.1203904451,17.8326625742,45.8781757378,29.4860259558
10,483,488,487,486,478,59,67,75,82,9,17,29,10,24,15,78.6304787801,81.0619473239,81.1660190368,78.9190144249,66.3499583692,60.0782329958,71.3877099784,84.6708720852,98.5839578902,11.4209563031,25.3257795218,44.177225778,14.0404800646,34.0507303209,21.2503255849
10,542,519,519,512,511,82,94,107,118,12,25,37,14,26,16,89.8729898795,64.4578998135,64.1054747177,59.2809445367,55.7850460126,57.069721249,75.4156223006,92.0073854442,112.3968360077,18.7077431628,34.937727437,55.6964186789,17.0484902692,38.4483187091,21.4264675548
10,500,500,501,498,499,60,73,82,87,13,24,33,11,22,14,69.912131987,56.405290221,57.009625815,56.1530063927,54.4385304784,62.5075067031,83.5802849557,96.8324714121,112.1361571039,21.5120406781,36.109606777,55.8602669466,14.9968812211,35.7600171061,21.0203817574
10,494,475,472,473,468,80,93,106,121,14,27,42,14,30,18,87.8744375021,69.5019562054,64.8599933553,65.8479125191,57.9151336629,46.1962909219,67.2265423142,88.1991427879,112.9039480306,21.0315669387,42.0678869553,67.2884121185,21.0958241492,46.6808516801,27.4341124266
10,525,482,480,479,477,74,83,96,109,10,23,37,13,28,15,104.9444357648,69.6010842268,67.0275502876,63.2117017615,59.5757609378,49.5236622615,63.1658295517,82.8714354345,107.8730632915,15.3847933419,35.7308127384,60.4318192071,20.4529136189,45.4287638949,25.1275605152
10,490,469,465,474,475,74,81,90,98,8,18,27,15,26,15,71.0537386137,30.9271164316,31.983584924,39.4138366483,34.2652583727,61.484750981,68.0207972404,81.8652678812,94.5205977307,6.7345569207,21.3762878115,33.6964040658,14.6719176447,27.8328512288,18.6540467712
10,510,500,506,508,506,57,72,84,91,17,32,44,15,31,17,69.7893565013,45.9186160475,51.3434135104,53.4051569268,50.4413458238,55.3769581504,78.6621552253,100.2156218436,115.000808425,23.4511365655,45.097929673,64.7787063931,23.0261011666,46.5041477283,25.2866189417
10,590,584,582,572,570,64,75,88,95,11,26,36,16,26,15,80.2712682127,66.4672373306,63.5371491424,54.5217903932,47.4932058698,60.7259085855,77.825663378,91.3613893808,105.4650478277,17.4199468301,33.7340731958,52.1434138314,17.5154526142,36.5525584008,19.0457541004
10,497,511,513,513,512,57,68,77,86,11,22,36,12,28,16,57.8415273319,57.6676121645,61.3618266635,60.9637157715,59.6072910433,56.4845515111,72.9369054235,88.288578277,105.4613884788,16.7624756337,34.3082266576,58.009019297,18.3201694318,43.3287029301,25.3517736148
10,512,514,511,496,502,57,66,76,76,10,26,27,18,20,14,63.4198802817,42.6088207896,41.7889440899,32.0856275162,28.6466078575,58.2500643776,73.6804114466,79.3690921914,86.4957569527,16.1054255526,27.640956396,40.6360505199,14.9463832687,28.6090144488,13.7103411355
10,541,518,519,525,526,77,88,98,108,12,24,36,13,25,13,90.3395317692,61.8515677613,63.276093507,73.1599309699,74.1413800396,63.7174789014,82.83106467,102.8476855573,126.0080350822,19.6845157472,41.6730798321,63.3910050095,22.2571842546,43.7516377542,23.2508702291
10,554,538,535,547,546,60,68,88,96,9,30,38,24,33,14,73.6454376725,46.1377854813,44.335666175,54.6837044591,48.1968265596,42.5250180523,52.0202695837,76.2357504168,90.349252512,9.6957954992,36.0124221972,47.971792989,26.6434318224,38.3583540007,17.7627295168
10,577,518,517,533,537,97,104,111,117,9,28,36,21,30,14,98.7495735541,38.7911727748,39.6057886619,59.8510569394,62.2484900095,77.0461900733,85.8070498793,96.4913170917,113.143877673,10.1420887762,33.9653486293,47.2217915042,25.197124285,37.2522484143,16.9136745264
10,478,484,488,492,489,72,79,90,97,8,20,29,13,24,13,75.5300296303,75.2244887146,82.9122704123,88.9909265143,83.348343694,66.0122512767,78.4945745591,100.3050097491,119.4399079873,13.547433809,34.8304218964,53.786250313,21.8213903548,42.5485101812,22.5088482582
10,479,477,477,472,468,79,91,102,109,12,25,38,14,29,16,81.0612859142,78.0336259543,77.6316916448,71.6329924443,65.8033529306,72.3802723378,87.8316039812,102.1443986522,118.7079640526,15.6269634975,31.7884605219,51.8962197375,16.837230796,37.2977643742,20.4646309401
10,493,448,447,451,453,72,79,86,93,8,19,28,11,21,11,102.9416702584,32.0616635733,33.2391486553,41.8759619961,47.6905203923,84.5673732964,97.3975554402,116.3663086046,136.9956130933,14.5505272294,35.3455364143,53.7790318632,20.8286052446,40.0059657573,20.71556158
10,468,484,490,493,489,76,86,98,100,10,23,31,14,25,13,71.433465266,84.3264586423,91.8824801582,97.2095226712,91.4474818922,70.265600141,83.8137229568,103.8092318701,117.6764735681,13.9759745491,33.6356601567,48.1967352428,20.0203450192,35.9479546135,17.5140827527
10,498,484,480,478,478,57,66,80,94,10,26,42,17,34,18,76.1527508602,49.6359687186,41.8527266055,32.243087348,33.3618628109,48.2496631054,60.5531383217,82.3870270494,104.4817211954,13.0845275443,36.7565726129,62.5986235693,23.7295273654,49.8010448559,26.3237205933
10,487,472,475,481,477,79,90,100,108,13,28,40,15,29,15,86.0381734635,70.7818433252,74.040868673,80.9859150574,75.4421771075,70.9914546983,86.2051424193,104.5136484571,123.8687048618,15.5340537012,34.5739420885,52.8968382913,19.0699053425,37.9265149186,21.406282292
10,456,440,472,471,463,46,75,90,100,46,58,65,17,32,16,72.1142940407,55.5540547068,84.9859556476,82.5405920997,70.840132269,34.2863903739,66.1368384559,89.9629346938,104.8875827752,42.2500172811,60.059700543,71.0353700788,25.8199957624,47.8323339369,23.5629177274
10,486,496,497,500,498,66,77,89,97,11,26,40,16,30,16,63.6337664545,60.6407422704,63.4495306207,68.6334158411,65.9021268056,67.0334389089,83.6881049802,106.0664846145,120.1550646642,17.0860134812,40.7232564961,61.3649671513,23.7080240056,45.2996472871,23.1888563344
10,472,472,472,478,477,76,85,97,110,10,22,35,13,28,16,72.3791288698,56.3792828312,59.1954688889,66.6901075721,66.1791601708,58.0781442342,72.3639484732,92.1843352026,114.5001070973,14.3540084479,34.2964085337,57.0040432909,19.9446842985,43.2605109947,25.2825235107
10,484,467,493,493,491,56,76,88,97,34,43,53,14,28,16,67.764620301,41.7410799413,65.0528722549,64.7972301168,61.3643775693,45.3314714184,71.5486879787,90.4930456173,109.120361042,34.3997359494,48.2799489142,63.8568942652,20.3277355602,44.0830446768,24.3465029241
10,444,447,450,454,452,71,80,91,100,10,21,31,12,24,13,76.7205577663,71.3933493901,76.9706356765,84.4459398272,81.0698241797,59.7409884811,76.0157230986,96.9377192298,119.1428532066,16.6150294154,37.730455409,59.5442091934,21.1273358334,43.8049342688,24.4705478553
10,447,452,450,448,447,55,65,74,79,12,23,34,13,26,15,69.5025701069,70.2055201218,67.1375721235,63.7594180333,57.799467612,57.6774190892,71.5667497288,86.2025203586,100.3057360389,15.321185403,32.0555328711,50.9565095615,16.7917499006,36.0393748504,19.5700294831
10,514,530,529,530,524,58,67,78,86,9,22,36,14,29,17,62.3119206497,66.5469385394,66.305057103,66.7755560517,57.1100078471,56.4429649189,69.4416448406,88.998294814,102.852156743,13.9488991048,35.4029739142,58.5322932273,21.4951654721,45.720935388,26.3705429761
10,487,533,540,544,548,69,81,91,99,12,25,38,13,28,16,36.5135796387,69.1218430681,80.6143579023,87.3403826746,92.6172544042,68.1763552174,86.3969195123,102.4564133619,118.6513223306,18.8414526569,37.802558031,60.5056681126,19.5941711969,43.0335840426,23.5517502414
10,553,555,556,556,561,66,76,89,95,9,23,32,14,25,13,64.9607574811,43.1249134778,45.4612242992,45.563362094,48.4667103447,54.0917934823,68.1087018514,88.2209772012,103.9968562471,14.0315296649,34.9899599508,53.2085845438,21.9576717115,41.0176295111,19.2867168982
10,465,478,481,469,477,73,83,102,104,11,33,35,25,26,18,55.0472811285,46.9489350341,52.5834911807,51.1828177934,53.5890819752,58.7383327473,71.8621735978,83.3186767198,94.0648811986,13.124020433,26.3393065267,39.0677391389,15.0668090229,28.0726907207,13.0323434833
10,517,513,515,514,510,70,79,91,102,10,21,34,12,26,15,83.2406574675,77.0125144795,79.63790947,78.9599699858,72.4567176654,59.2281132742,74.5293408084,93.7702023766,114.5851700424,15.4323400908,34.5451522509,56.482783087,19.422191609,42.2917720392,23.4579901958
10,506,525,530,534,530,62,72,86,98,11,25,38,15,30,16,73.7977972416,91.3892148889,97.5389179232,104.8826309032,99.3164712966,48.676305856,62.9686226837,83.2020723169,103.4357241608,14.3056692626,34.5349308172,55.6686527408,20.2338987072,42.0030124635,23.3486578958
10,486,486,489,496,497,81,92,105,116,12,26,40,15,30,16,73.0012980281,59.4764934193,65.6252078213,75.6358774245,76.9530304653,64.8019058784,82.4592589884,104.3226068486,127.3469695968,17.8950837003,39.9615292217,62.7759562353,22.0686071458,45.6299251008,25.2994449773
10,523,483,474,466,462,57,69,85,100,13,28,44,17,34,17,104.5319739068,74.9032356531,63.6363208774,47.5006148168,31.7347978762,34.1921513299,49.2202629923,69.9270438228,94.4764875952,15.1844975433,35.7820604822,60.284369845,20.719968498,45.3627223391,24.6743847487
10,493,481,485,486,482,82,91,105,120,11,23,39,14,31,18,88.9439252985,83.1818592943,88.3570644866,90.135470538,85.0002445509,49.1281489309,62.9148183841,82.4203857201,108.8427540599,14.8840952541,34.1199443799,59.7584726687,19.563251845,46.1204208452,27.0602858053
10,453,442,444,449,453,76,85,95,104,10,20,30,11,22,13,77.6353077568,43.185712196,50.1725329494,61.2302864555,68.1152880139,63.2305517112,79.9632164853,99.1179926626,122.5392510626,18.2339598341,38.4484062157,60.0938040905,20.2320312957,42.6428588847,23.7184246541
10,459,472,477,472,475,86,96,110,118,11,25,37,16,29,17,69.7531907125,74.1144432767,81.4253799619,75.6595746971,78.912631871,77.1607395326,92.7130557898,106.802362081,126.6074738282,15.7126002361,31.3570185367,52.7644044599,18.7619606338,39.396807739,21.4089725413
10,532,561,562,566,561,62,75,89,100,15,29,44,15,30,17,69.0970980448,94.8726521227,96.7098112333,102.3599202264,95.8043820689,49.7138658984,67.9276950278,88.267009389,106.8407226063,19.8951090637,40.1495161086,62.1961462986,20.5359104703,42.3209195864,23.1923444233
10,491,507,507,511,505,60,72,86,93,12,28,39,17,29,15,69.2901733058,80.0889339283,80.3131844063,86.6188367524,77.5049956673,55.7229725498,72.2369924205,95.6505136552,110.7259728446,17.3322012717,40.6000450595,59.9188958161,23.4882965631,42.7989598589,22.4833314955
10,549,565,565,565,559,60,72,83,89,13,25,34,12,23,13,73.5607853203,87.0617778654,86.2919649833,85.9336274836,75.2819669719,44.084489816,62.8525375164,81.4118174574,96.0328085388,20.0358169085,39.4613967896,58.6165091993,19.4256027626,39.2335279803,21.3317103722
10,453,474,470,472,482,44,50,59,72,10,24,39,15,32,18,31.7569056154,28.1435787456,24.4476946269,21.551434388,31.4623127358,30.4762476884,37.8000822778,47.3438298295,62.5577923523,10.6013217057,25.8938076502,45.197804159,15.6362988816,34.9651643553,19.342319654
10,480,476,480,481,479,84,93,106,119,10,23,37,14,30,16,82.670421524,78.5665836454,84.4479711487,84.6812784427,82.6984632045,51.3339131227,64.5728532354,83.9561442337,107.7305690347,14.208821343,32.8425571929,56.4100936693,19.4704852352,43.7595416001,24.3883857394
10,445,464,466,468,468,59,70,81,86,11,23,32,13,24,14,53.1946138433,56.3361837359,60.0942193208,64.826399092,62.7096576649,56.3223982441,71.9082208668,89.1843449305,101.3736869681,16.1604444083,34.705938079,52.2450030799,18.6424600396,37.2146909417,19.9561270246
10,525,510,507,509,507,64,75,86,94,11,24,35,14,26,14,81.1961197512,55.6405781554,52.6862423298,53.2223288136,49.4032293003,61.9829580769,76.9761711649,96.3698956758,112.820893437,15.1154515897,34.6547321117,53.3756525264,19.5393140891,38.6636992605,20.3325397487
10,368,444,440,466,456,810,807,834,824,12,36,41,31,35,18,4.7484179491,58.1039179299,56.1437915201,63.9857177577,59.1059525869,62.803464672,60.8198164031,68.673721408,63.8420772375,2.5026216146,5.9335744619,3.728025468,7.8856370459,5.9117455291,6.6260996757
10,465,477,471,470,464,52,64,79,91,15,31,46,17,33,17,74.3769130026,83.4944637534,75.792810806,73.3963445135,64.001085028,40.9987805177,56.5823667966,78.6967800865,97.9071938636,19.2180434827,42.0622562637,65.9407631019,23.1145547536,46.7238768545,24.7030761981
10,410,427,427,433,437,55,62,72,78,11,26,41,16,32,17,42.8621414988,55.1874445779,55.7797174042,61.604490538,66.3587461269,60.6651136831,70.8184140605,87.8887304995,103.270354289,13.1036493386,33.4069227199,56.4432964028,20.3168899153,43.4050042601,23.5753215122
10,424,426,429,440,446,87,93,104,111,9,21,29,14,25,12,66.8545051292,37.2877857757,50.0079639594,68.8692832237,78.7676113046,78.2176260628,88.4219399261,110.4274801985,131.3316975356,13.6892909236,36.4500277953,54.1592419989,23.4087510824,42.9594429219,21.4896309805
10,505,462,459,462,462,74,82,92,101,9,22,34,14,27,13,102.6849315689,45.3940845375,41.8032225955,45.470020062,47.4470099788,79.2932632707,94.8041888982,118.5044204237,140.2001921809,15.6952312645,39.7469553191,60.9861791564,24.0522012865,45.6730063588,23.0551187377
10,454,465,466,458,451,63,72,80,94,10,24,42,22,39,18,79.0341135486,89.3984062866,90.6599648473,80.2090951358,71.0305183098,50.4814194137,60.340779845,74.0645848184,96.1344260302,9.9151391967,27.2167288727,52.9808165718,18.9823083623,44.6713691803,25.8280588042
10,430,471,472,475,473,55,54,54,51,12,24,37,13,27,15,11.2122346516,64.6623530164,67.0922210452,71.4978101058,69.8814322469,68.8373126984,67.2876142437,67.6088974384,61.8362786665,19.2153116321,39.1516399004,61.4176998296,19.9468232477,42.8272226877,23.9098207715
10,540,515,514,506,506,83,97,110,123,14,28,43,16,31,16,91.3684169001,68.6047016469,66.634934214,52.8699961403,54.6083412857,55.9696207656,76.5460807483,96.4229501013,119.9955996807,20.7246400855,41.560172659,65.3338885834,23.5888865741,46.2665972748,23.8292241488
10,499,473,475,475,473,92,101,115,126,10,24,35,15,28,15,89.3005788489,62.269738566,66.022843568,67.1607467368,61.9451367265,56.4005280019,70.2630118382,92.344375829,113.2223654023,15.625383844,37.2861967923,56.8630002945,22.2077567885,43.3345957861,22.3533372532
10,526,518,519,533,528,68,77,94,105,9,31,44,26,39,17,80.642461994,69.88836183,71.594738716,86.7419828811,79.2213896922,52.0315545172,61.5444059469,87.4524469108,108.8703892809,9.7087264869,38.1215488045,56.9285039664,28.7427268875,47.3373234716,24.4484472241
10,507,513,516,520,519,68,78,89,93,10,21,27,12,20,11,69.1634224711,59.2255758321,66.3079957839,73.6163086075,71.3813275808,68.0576623806,85.387129586,105.5248063877,120.1451223905,17.47074849,37.4837115416,53.375383022,20.1699354133,37.3972033115,19.0198007469
10,487,506,510,491,498,69,79,88,98,10,29,38,25,32,15,68.4502702527,82.5289357194,89.4328047014,58.5717386883,68.9911406409,63.7163978414,81.3290537679,94.8383294659,118.089262189,17.6216410416,48.8040365549,68.0578260714,41.5637698322,55.6152833709,23.5269345319
10,452,456,460,452,461,78,88,98,110,11,24,39,18,31,17,68.1286877283,54.4077062901,61.6938888178,48.9440327627,63.6191424731,66.4563420886,82.8411787352,97.8264185913,122.9700763448,16.6244683673,36.8086828496,61.5605149774,27.090288067,48.4313887933,25.7301947032
10,501,512,513,514,508,59,70,82,93,11,23,37,13,27,15,76.5340988727,85.2360720872,86.2662857797,87.8195427964,78.4805533115,48.0362992397,65.4574987491,86.7719111993,106.4905146236,17.691781662,39.2741824356,61.9836347788,21.5827234243,44.8682396103,24.7215224885
10,447,465,469,454,461,71,82,91,105,11,26,39,21,32,17,70.2954817467,81.3330533182,87.4869177334,64.9891830178,75.2846350458,51.1981449989,67.1374905768,81.5086843565,108.2359759468,15.9634789308,39.5703221318,62.9528612095,31.6262089453,50.1847881826,26.7274499856
10,485,474,474,465,456,68,77,86,89,9,19,32,14,30,17,96.6363878497,89.747597564,89.9146231394,82.2319784119,71.9041045326,55.8283222909,62.7011078429,72.5533829342,82.4354221262,6.9626561091,17.4301237925,29.7696475161,11.6732993815,24.7621989557,13.2148495935
10,531,529,529,528,524,67,78,89,96,11,23,34,13,25,14,76.1222718208,64.1846948476,63.6697207263,63.260886835,55.6411601621,60.5898161364,77.4211446115,96.4324025331,111.0624005686,16.9696145846,36.5715302458,55.4502760001,19.7084437316,39.7257791699,21.5026164025
10,475,475,474,478,480,61,68,80,87,7,20,34,15,30,16,60.8819915518,52.461255375,52.4716130217,53.9874022273,51.3146645892,52.1741052287,58.8279720649,72.858015142,85.9205855851,6.8126649034,21.2202799332,36.7312425093,14.410813413,30.1674303146,16.6187116066
10,481,489,489,491,485,64,73,90,103,10,27,41,18,34,17,79.2550389235,86.7554035196,87.1816255062,90.153768157,81.7135710807,40.0767390056,52.8379533844,76.6153406916,97.670167484,12.9634610704,36.7738457679,59.6469577853,23.8378416078,46.8808639909,24.5660050449
10,452,453,459,463,462,79,89,99,107,10,23,35,14,28,15,74.2152508659,65.1294602627,74.5364678086,80.7393725157,79.9497882679,79.574419898,94.9320794941,116.1157087793,136.1136076272,16.303306499,36.7632196675,57.3409199392,21.2228204986,43.4966240564,23.2075727719
10,452,453,459,463,462,79,89,99,107,10,23,35,14,28,15,74.2152508659,65.1294602627,74.5364678086,80.7393725157,79.9497882679,79.574419898,94.9320794941,116.1157087793,136.1136076272,16.303306499,36.7632196675,57.3409199392,21.2228204986,43.4966240564,23.2075727719
10,527,516,513,510,469,66,77,90,87,11,25,55,15,53,52,81.5891287295,62.0844406778,56.8367321084,51.5807809148,7.8543569199,57.0030591449,72.935486292,93.8200102696,73.7563778979,16.3947865572,38.4836609672,57.5353536023,22.1716224834,54.5927937782,53.0192477824
10,518,504,503,505,502,74,85,98,109,11,25,40,16,31,17,81.1106984257,55.9782904857,55.4982887693,58.2763207755,54.9315003611,65.7616194701,81.5954828727,104.9713815707,124.6403817856,15.8384424035,39.314784484,62.2095018832,23.5113691742,47.3173875055,25.6069084255
10,453,467,472,482,489,59,69,80,90,10,24,39,14,31,17,47.3276747347,43.9880560857,55.4563952098,70.9060161474,82.2588610977,69.5716611534,85.7198067895,107.9295926357,127.664175045,16.1504779338,38.7340209306,63.057972853,22.7962049186,48.3028702072,26.7199825707
10,456,445,448,447,454,80,88,95,104,8,16,30,10,25,16,78.0318499047,56.8448340753,63.2435571337,61.3926437871,69.3984230513,78.325313051,88.7335067176,101.6838465711,124.7258265723,11.40610118,23.3851732971,46.5526515626,14.1854657533,36.8971370125,23.1862660351
10,514,530,529,530,524,58,67,78,86,9,22,36,14,29,17,62.3119206497,66.5469385394,66.305057103,66.7755560517,57.1100078471,56.4429649189,69.4416448406,88.998294814,102.852156743,13.9488991048,35.4029739142,58.5322932273,21.4951654721,45.720935388,26.3705429761
10,449,459,455,454,448,52,62,71,77,12,23,35,12,26,16,60.4436403441,57.7875301059,52.826817314,48.3742761145,35.559579059,46.4893269388,59.7761262333,72.7977876772,81.568656378,15.6512829159,31.6221454385,50.4090766066,16.0750863159,36.4037347009,22.1375119978
